state,area,station,year,mmwqi,kind,lower_95,upper_95,category,state_canon
N. Sembilan,Pantai Cermin,MMNC012,2024,92.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Teluk Kemang,MMNC013,2024,94.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Seri Purnama,MMNC014,2024,95.0,actual,,,Excellent,Negeri Sembilan
Melaka,Pantai Rombang,MMMC001,2024,93.0,actual,,,Excellent,Malacca
Melaka,Pantai Kundur,MMMC002,2024,90.0,actual,,,Excellent,Malacca
Melaka,Pantai Tanjung Bidara,MMMC003,2024,94.0,actual,,,Excellent,Malacca
Melaka,Teluk Gong,MMMC004,2024,92.0,actual,,,Excellent,Malacca
Melaka,Pulau Melaka Point A1,MMMC005,2024,88.0,actual,,,Good,Malacca
Melaka,Pulau Melaka Point A2,MMMC006,2024,88.0,actual,,,Good,Malacca
Melaka,Pulau Melaka Point B1,MMMC007,2024,57.0,actual,,,Moderate,Malacca
Melaka,Pulau Melaka Point B2,MMMC008,2024,56.0,actual,,,Moderate,Malacca
Melaka,Pantai Klebang,MMMC009,2024,85.0,actual,,,Good,Malacca
Johor,Tanjung Bin,MMJC001,2024,93.0,actual,,,Excellent,Johor
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2024,92.0,actual,,,Excellent,Johor
Johor,Hadapan Jabatan Laut,MMJC003,2024,83.0,actual,,,Good,Johor
Johor,Pantai Stulang Laut,MMJC004,2024,55.0,actual,,,Moderate,Johor
Johor,Jeti Teluk Jawa,MMJC005,2024,79.0,actual,,,Moderate,Johor
Johor,Pelabuhan Pasir Gudang,MMJC006,2024,59.0,actual,,,Moderate,Johor
Johor,Hadapan HSAJB,MMJC007,2024,56.0,actual,,,Moderate,Johor
Johor,Pantai Lido,MMJC008,2024,54.0,actual,,,Moderate,Johor
Johor,Pantai Teluk Mahkota,MMJC009,2024,95.0,actual,,,Excellent,Johor
Johor,Pantai Tanjung Leman,MMJC010,2024,96.0,actual,,,Excellent,Johor
Johor,Pantai Sri Pantai,MMJC011,2024,96.0,actual,,,Excellent,Johor
Johor,Tanjung Merak,MMJC012,2024,95.0,actual,,,Excellent,Johor
Johor,Tanjung Pengelih,MMJC013,2024,95.0,actual,,,Excellent,Johor
Johor,Pantai Tanjong Stapa,MMJC014,2024,95.0,actual,,,Excellent,Johor
Johor,Pantai Teluk Gorek,MMJC015,2024,96.0,actual,,,Excellent,Johor
Johor,Pantai Air Papan,MMJC016,2024,95.0,actual,,,Excellent,Johor
Johor,Jeti Kukup,MMJC017,2024,76.0,actual,,,Moderate,Johor
Johor,Pasir Gogok,MMJC018,2024,93.0,actual,,,Excellent,Johor
Johor,Tanjung Buai,MMJC019,2024,90.0,actual,,,Excellent,Johor
Johor,Pantai Desaru,MMJC020,2024,94.0,actual,,,Excellent,Johor
Johor,Tanjung Sepang,MMJC021,2024,94.0,actual,,,Excellent,Johor
Johor,Tanjung Penyusup,MMJC022,2024,94.0,actual,,,Excellent,Johor
Johor,Pantai Sungai Lurus,MMJC023,2024,94.0,actual,,,Excellent,Johor
Johor,Punggur,MMJC024,2024,81.0,actual,,,Good,Johor
Johor,Pantai Penyabung,MMJC025,2024,95.0,actual,,,Excellent,Johor
Johor,Tanjung Resang,MMJC026,2024,95.0,actual,,,Excellent,Johor
Johor,Tanjung Balau,MMJC027,2024,96.0,actual,,,Excellent,Johor
Johor,Batu Layar,MMJC028,2024,96.0,actual,,,Excellent,Johor
Johor,Tanjung Sengat,MMJC029,2024,89.0,actual,,,Good,Johor
Pahang,Pantai Cherating (Club Med A),MMCC001,2024,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Club Med B),MMCC002,2024,97.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Legend A),MMCC003,2024,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Legend B),MMCC004,2024,97.0,actual,,,Excellent,Pahang
Pahang,Pantai Muhibbah Balok A,MMCC005,2024,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Muhibbah Balok B,MMCC006,2024,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Batu Hitam A,MMCC007,2024,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Batu Hitam B,MMCC008,2024,97.0,actual,,,Excellent,Pahang
Pahang,Pantai Berserah A,MMCC009,2024,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Berserah B,MMCC010,2024,93.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Cempedak A,MMCC011,2024,92.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Cempedak B,MMCC012,2024,87.0,actual,,,Good,Pahang
Pahang,Pantai Teluk Gelora A,MMCC013,2024,91.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Gelora B,MMCC014,2024,87.0,actual,,,Good,Pahang
Pahang,Pantai Sepat A,MMCC015,2024,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Sepat B,MMCC016,2024,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Legenda A,MMCC017,2024,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Legenda B,MMCC018,2024,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Kuala Api-Api,MMCC019,2024,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Tanjung Batu,MMCC020,2024,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Chendor,MMCC021,2024,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Lanjut,MMCC022,2024,93.0,actual,,,Excellent,Pahang
Terengganu,Pantai Batu Buruk,MMTC001,2024,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Bukit Keluang,MMTC002,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Chendering,MMTC003,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Rantau Abang,MMTC004,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Utara,MMTC005,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Tengah,MMTC006,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Selatan,MMTC007,2024,95.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Rhu 10,MMTC008,2024,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tok Jembal,MMTC009,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kelulut,MMTC010,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Teluk Ketapang,MMTC011,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kuala Abang,MMTC012,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Teluk Kalong,MMTC013,2024,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Sura,MMTC014,2024,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tanjung Bidara,MMTC015,2024,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kemasik,MMTC016,2024,95.0,actual,,,Excellent,Terengganu
Kelantan,Pantai Seri Tujuh,MMDC001,2024,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Cahaya Bulan,MMDC002,2024,97.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Sabak,MMDC003,2024,96.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Irama Bachok,MMDC004,2024,96.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Bisikan Bayu,MMDC005,2024,96.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Melawi,MMDC006,2024,96.0,actual,,,Excellent,Kelantan
Sarawak,Pantai Sematan,MMQC001,2024,68.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Pandan,MMQC002,2024,60.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Pasir Putih,MMQC003,2024,64.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Bako,MMQC004,2024,63.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Damai,MMQC005,2024,74.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Tanjung Kembang,MMQC006,2024,70.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Harmoni Mukah,MMQC007,2024,78.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Tanjung Batu,MMQC008,2024,68.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Likau,MMQC009,2024,75.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Emas,MMQC010,2024,72.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Piasau,MMQC011,2024,58.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Brighton,MMQC012,2024,57.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Esplaned,MMQC013,2024,57.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Beraya,MMQC014,2024,58.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Bungai,MMQC015,2024,57.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Belawai,MMQC016,2024,61.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Mukah,MMQC017,2024,75.0,actual,,,Moderate,Sarawak
Sarawak,Tanjung Kidurong,MMQC018,2024,75.0,actual,,,Moderate,Sarawak
Sarawak,Pasir Pandak,MMQC019,2024,74.0,actual,,,Moderate,Sarawak
Sarawak,Rambungan,MMQC020,2024,76.0,actual,,,Moderate,Sarawak
Sarawak,Sri Tanjung Lawas,MMQC021,2024,59.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Luak,MMQC022,2024,57.0,actual,,,Moderate,Sarawak
Sarawak,Pasir Panjang,MMQC023,2024,68.0,actual,,,Moderate,Sarawak
Sabah,Pantai Teluk Brunei 1,MMSC001,2024,74.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 2,MMSC002,2024,75.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 3,MMSC003,2024,66.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 4,MMSC004,2024,66.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 5,MMSC005,2024,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 6,MMSC006,2024,74.0,actual,,,Moderate,Sabah
Sabah,Borneo Golf Seawater,MMSC007,2024,71.0,actual,,,Moderate,Sabah
Sabah,Pantai Manis Papar,MMSC008,2024,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Melinsung,MMSC009,2024,60.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Roll Skating),MMSC010,2024,61.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (No. 3),MMSC011,2024,64.0,actual,,,Moderate,Sabah
Sabah,Pantai Lok Kawi,MMSC012,2024,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Dalit Tuaran,MMSC013,2024,74.0,actual,,,Moderate,Sabah
Sabah,Mangrove Paradise,MMSC014,2024,72.0,actual,,,Moderate,Sabah
Sabah,Pantai Sabandar,MMSC015,2024,73.0,actual,,,Moderate,Sabah
Sabah,Pantai Bak-Bak Kudat,MMSC016,2024,64.0,actual,,,Moderate,Sabah
Sabah,Pasir Putih Sandakan,MMSC017,2024,73.0,actual,,,Moderate,Sabah
Sabah,Pantai TLDM,MMSC018,2024,89.0,actual,,,Good,Sabah
Sabah,Pantai Batu Sapi,MMSC019,2024,77.0,actual,,,Moderate,Sabah
Sabah,Pantai Ulu Tungku,MMSC020,2024,69.0,actual,,,Moderate,Sabah
Sabah,Pantai Sarina Kunak,MMSC021,2024,62.0,actual,,,Moderate,Sabah
Sabah,Pantai Kg. Lamak,MMSC022,2024,68.0,actual,,,Moderate,Sabah
Sabah,Pantai Tinagat,MMSC023,2024,88.0,actual,,,Good,Sabah
Sabah,Pantai Tanjung Aru (Rest Lido),MMSC024,2024,81.0,actual,,,Good,Sabah
W.P. Labuan,Pulau Papan,MMLC001,2024,58.0,actual,,,Moderate,Labuan
W.P. Labuan,Kiamsam,MMLC002,2024,72.0,actual,,,Moderate,Labuan
W.P. Labuan,Sungai Pagar,MMLC003,2024,76.0,actual,,,Moderate,Labuan
W.P. Labuan,LayangLayangan,MMLC004,2024,74.0,actual,,,Moderate,Labuan
W.P. Labuan,Tanjung Aru,MMLC005,2024,65.0,actual,,,Moderate,Labuan
Kedah,Pantai Merdeka,MMKC001,2025,88.0,actual,,,Good,Kedah
Kedah,Langkawi Island Resort,MMKC002,2025,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Kok,MMKC003,2025,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Kuah,MMKC004,2025,91.0,actual,,,Excellent,Kedah
Kedah,Pantai Pasir Tengkorak,MMKC005,2025,95.0,actual,,,Excellent,Kedah
Kedah,Pantai Teluk Burau,MMKC006,2025,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Teluk Nibong,MMKC007,2025,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Tengah,MMKC008,2025,95.0,actual,,,Excellent,Kedah
Kedah,Pantai Beras Basah,MMKC009,2025,95.0,actual,,,Excellent,Kedah
P. Pinang,Gertak Sanggul,MMPC001,2025,88.0,actual,,,Good,Penang
P. Pinang,Kawasan Perindustrian Bayan Lepas 1,MMPC002,2025,84.0,actual,,,Good,Penang
P. Pinang,Pantai Bersih,MMPC003,2025,81.0,actual,,,Good,Penang
P. Pinang,Pantai Miami,MMPC004,2025,90.0,actual,,,Excellent,Penang
P. Pinang,Pantai Pasir Panjang,MMPC005,2025,88.0,actual,,,Good,Penang
P. Pinang,Batu Feringgi (Casuarina),MMPC006,2025,86.0,actual,,,Good,Penang
P. Pinang,Luar Pantai Teluk Bahang,MMPC007,2025,94.0,actual,,,Excellent,Penang
P. Pinang,Persiaran Gurney,MMPC008,2025,71.0,actual,,,Moderate,Penang
P. Pinang,Rumah Pam Baru Perai,MMPC009,2025,81.0,actual,,,Good,Penang
P. Pinang,Rumah Pam Lama Perai,MMPC010,2025,69.0,actual,,,Moderate,Penang
P. Pinang,Selat PP Selatan (Jelutong),MMPC011,2025,57.0,actual,,,Moderate,Penang
P. Pinang,Tanjung Bungah,MMPC012,2025,89.0,actual,,,Good,Penang
P. Pinang,Tanjung Bungah 2,MMPC013,2025,76.0,actual,,,Moderate,Penang
P. Pinang,Batu Maung 2,MMPC014,2025,57.0,actual,,,Moderate,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 3,MMPC015,2025,90.0,actual,,,Excellent,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 2,MMPC016,2025,91.0,actual,,,Excellent,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 1,MMPC017,2025,93.0,actual,,,Excellent,Penang
Perak,Pantai Pasir Bogak,MMAC001,2025,95.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Dalam,MMAC002,2025,91.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Batik,MMAC003,2025,95.0,actual,,,Excellent,Perak
Perak,Pantai Tanjung Batu,MMAC004,2025,92.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Rubiah,MMAC005,2025,95.0,actual,,,Excellent,Perak
Perak,Pantai Damai Laut,MMAC006,2025,91.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Senangin,MMAC007,2025,92.0,actual,,,Excellent,Perak
Perak,Pantai Pasir Panjang,MMAC008,2025,96.0,actual,,,Excellent,Perak
Selangor,Pantai Bagan Lalang,MMBC001,2025,91.0,actual,,,Excellent,Selangor
Selangor,Pantai Morib,MMBC002,2025,72.0,actual,,,Moderate,Selangor
Selangor,Selat Pulau Babi,MMBC003,2025,71.0,actual,,,Moderate,Selangor
Selangor,Selat Klang Utara,MMBC004,2025,55.0,actual,,,Moderate,Selangor
Selangor,Pantai Remis,MMBC005,2025,80.0,actual,,,Good,Selangor
Selangor,Pantai Klanang,MMBC006,2025,68.0,actual,,,Moderate,Selangor
N. Sembilan,Bagan Pinang,MMNC001,2025,90.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Telok Sinting,MMNC002,2025,90.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Bandar,MMNC003,2025,91.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 4,MMNC004,2025,92.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 5,MMNC005,2025,89.0,actual,,,Good,Negeri Sembilan
N. Sembilan,Port Dickson Batu 6,MMNC006,2025,91.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 7,MMNC007,2025,92.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 8,MMNC008,2025,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 10,MMNC009,2025,91.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2025,91.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Telok Pelanduk,MMNC011,2025,91.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Cermin,MMNC012,2025,94.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Teluk Kemang,MMNC013,2025,94.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Seri Purnama,MMNC014,2025,95.0,actual,,,Excellent,Negeri Sembilan
Melaka,Pantai Rombang,MMMC001,2025,87.0,actual,,,Good,Malacca
Melaka,Pantai Kundur,MMMC002,2025,90.0,actual,,,Excellent,Malacca
Melaka,Pantai Tanjung Bidara,MMMC003,2025,86.0,actual,,,Good,Malacca
Melaka,Teluk Gong,MMMC004,2025,85.0,actual,,,Good,Malacca
Melaka,Pulau Melaka Point A1,MMMC005,2025,82.0,actual,,,Good,Malacca
Melaka,Pulau Melaka Point A2,MMMC006,2025,90.0,actual,,,Excellent,Malacca
Melaka,Pulau Melaka Point B1,MMMC007,2025,59.0,actual,,,Moderate,Malacca
Melaka,Pulau Melaka Point B2,MMMC008,2025,58.0,actual,,,Moderate,Malacca
Melaka,Pantai Klebang,MMMC009,2025,91.0,actual,,,Excellent,Malacca
Johor,Tanjung Bin,MMJC001,2025,87.0,actual,,,Good,Johor
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2025,86.0,actual,,,Good,Johor
Johor,Hadapan Jabatan Laut,MMJC003,2025,73.0,actual,,,Moderate,Johor
Johor,Pantai Stulang Laut,MMJC004,2025,53.0,actual,,,Moderate,Johor
Johor,Jeti Teluk Jawa,MMJC005,2025,59.0,actual,,,Moderate,Johor
Johor,Pelabuhan Pasir Gudang,MMJC006,2025,57.0,actual,,,Moderate,Johor
Johor,Hadapan HSAJB,MMJC007,2025,53.0,actual,,,Moderate,Johor
Johor,Pantai Lido,MMJC008,2025,52.0,actual,,,Moderate,Johor
Johor,Pantai Teluk Mahkota,MMJC009,2025,91.0,actual,,,Excellent,Johor
Johor,Pantai Tanjung Leman,MMJC010,2025,93.0,actual,,,Excellent,Johor
Johor,Pantai Sri Pantai,MMJC011,2025,94.0,actual,,,Excellent,Johor
Johor,Tanjung Merak,MMJC012,2025,90.0,actual,,,Excellent,Johor
Johor,Tanjung Pengelih,MMJC013,2025,92.0,actual,,,Excellent,Johor
Johor,Pantai Tanjong Stapa,MMJC014,2025,76.0,actual,,,Moderate,Johor
Johor,Pantai Teluk Gorek,MMJC015,2025,94.0,actual,,,Excellent,Johor
Johor,Pantai Air Papan,MMJC016,2025,95.0,actual,,,Excellent,Johor
Johor,Jeti Kukup,MMJC017,2025,77.0,actual,,,Moderate,Johor
Johor,Pasir Gogok,MMJC018,2025,84.0,actual,,,Good,Johor
Johor,Tanjung Buai,MMJC019,2025,83.0,actual,,,Good,Johor
Johor,Pantai Desaru,MMJC020,2025,96.0,actual,,,Excellent,Johor
Johor,Tanjung Sepang,MMJC021,2025,88.0,actual,,,Good,Johor
Johor,Tanjung Penyusup,MMJC022,2025,93.0,actual,,,Excellent,Johor
Johor,Pantai Sungai Lurus,MMJC023,2025,84.0,actual,,,Good,Johor
Johor,Punggur,MMJC024,2025,74.0,actual,,,Moderate,Johor
Johor,Pantai Penyabung,MMJC025,2025,95.0,actual,,,Excellent,Johor
Johor,Tanjung Resang,MMJC026,2025,94.0,actual,,,Excellent,Johor
Johor,Tanjung Balau,MMJC027,2025,94.0,actual,,,Excellent,Johor
Johor,Batu Layar,MMJC028,2025,94.0,actual,,,Excellent,Johor
Johor,Tanjung Sengat,MMJC029,2025,88.0,actual,,,Good,Johor
Pahang,Pantai Cherating (Club Med A),MMCC001,2025,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Club Med B),MMCC002,2025,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Legend A),MMCC003,2025,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Legend B),MMCC004,2025,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Muhibbah Balok A,MMCC005,2025,93.0,actual,,,Excellent,Pahang
Pahang,Pantai Muhibbah Balok B,MMCC006,2025,72.0,actual,,,Moderate,Pahang
Pahang,Pantai Batu Hitam A,MMCC007,2025,93.0,actual,,,Excellent,Pahang
Pahang,Pantai Batu Hitam B,MMCC008,2025,92.0,actual,,,Excellent,Pahang
Pahang,Pantai Berserah A,MMCC009,2025,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Berserah B,MMCC010,2025,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Cempedak A,MMCC011,2025,93.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Cempedak B,MMCC012,2025,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Gelora A,MMCC013,2025,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Gelora B,MMCC014,2025,89.0,actual,,,Good,Pahang
Pahang,Pantai Sepat A,MMCC015,2025,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Sepat B,MMCC016,2025,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Legenda A,MMCC017,2025,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Legenda B,MMCC018,2025,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Kuala Api-Api,MMCC019,2025,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Tanjung Batu,MMCC020,2025,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Chendor,MMCC021,2025,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Lanjut,MMCC022,2025,96.0,actual,,,Excellent,Pahang
Terengganu,Pantai Batu Buruk,MMTC001,2025,95.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Bukit Keluang,MMTC002,2025,95.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Chendering,MMTC003,2025,93.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Rantau Abang,MMTC004,2025,94.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Utara,MMTC005,2025,96.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Tengah,MMTC006,2025,95.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Selatan,MMTC007,2025,93.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Rhu 10,MMTC008,2025,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tok Jembal,MMTC009,2025,94.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kelulut,MMTC010,2025,89.0,actual,,,Good,Terengganu
Terengganu,Pantai Teluk Ketapang,MMTC011,2025,95.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kuala Abang,MMTC012,2025,95.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Teluk Kalong,MMTC013,2025,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Sura,MMTC014,2025,92.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tanjung Bidara,MMTC015,2025,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kemasik,MMTC016,2025,95.0,actual,,,Excellent,Terengganu
Kelantan,Pantai Seri Tujuh,MMDC001,2025,94.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Cahaya Bulan,MMDC002,2025,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Sabak,MMDC003,2025,93.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Irama Bachok,MMDC004,2025,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Bisikan Bayu,MMDC005,2025,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Melawi,MMDC006,2025,95.0,actual,,,Excellent,Kelantan
Sarawak,Pantai Sematan,MMQC001,2025,79.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Pandan,MMQC002,2025,75.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Pasir Putih,MMQC003,2025,75.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Bako,MMQC004,2025,80.0,actual,,,Good,Sarawak
Sarawak,Pantai Damai,MMQC005,2025,89.0,actual,,,Good,Sarawak
Sarawak,Pantai Tanjung Kembang,MMQC006,2025,69.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Harmoni Mukah,MMQC007,2025,73.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Tanjung Batu,MMQC008,2025,66.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Likau,MMQC009,2025,83.0,actual,,,Good,Sarawak
Sarawak,Pantai Emas,MMQC010,2025,76.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Piasau,MMQC011,2025,65.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Brighton,MMQC012,2025,74.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Esplaned,MMQC013,2025,82.0,actual,,,Good,Sarawak
Sarawak,Pantai Beraya,MMQC014,2025,81.0,actual,,,Good,Sarawak
Sarawak,Pantai Bungai,MMQC015,2025,83.0,actual,,,Good,Sarawak
Sarawak,Pantai Belawai,MMQC016,2025,73.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Mukah,MMQC017,2025,79.0,actual,,,Moderate,Sarawak
Sarawak,Tanjung Kidurong,MMQC018,2025,69.0,actual,,,Moderate,Sarawak
Sarawak,Pasir Pandak,MMQC019,2025,78.0,actual,,,Moderate,Sarawak
Sarawak,Rambungan,MMQC020,2025,82.0,actual,,,Good,Sarawak
Sarawak,Sri Tanjung Lawas,MMQC021,2025,84.0,actual,,,Good,Sarawak
Sarawak,Pantai Luak,MMQC022,2025,70.0,actual,,,Moderate,Sarawak
Sarawak,Pasir Panjang,MMQC023,2025,75.0,actual,,,Moderate,Sarawak
Sabah,Pantai Teluk Brunei 1,MMSC001,2025,65.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 2,MMSC002,2025,79.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 3,MMSC003,2025,67.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 4,MMSC004,2025,81.0,actual,,,Good,Sabah
Sabah,Pantai Teluk Brunei 5,MMSC005,2025,74.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 6,MMSC006,2025,89.0,actual,,,Good,Sabah
Sabah,Borneo Golf Seawater,MMSC007,2025,81.0,actual,,,Good,Sabah
Sabah,Pantai Manis Papar,MMSC008,2025,74.0,actual,,,Moderate,Sabah
Sabah,Pantai Melinsung,MMSC009,2025,60.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Roll Skating),MMSC010,2025,87.0,actual,,,Good,Sabah
Sabah,Pantai Tanjung Aru (No. 3),MMSC011,2025,87.0,actual,,,Good,Sabah
Sabah,Pantai Lok Kawi,MMSC012,2025,83.0,actual,,,Good,Sabah
Sabah,Pantai Dalit Tuaran,MMSC013,2025,59.0,actual,,,Moderate,Sabah
Sabah,Mangrove Paradise,MMSC014,2025,66.0,actual,,,Moderate,Sabah
